Dataset,Date_added,Graph#,filename,study_id,class,genus,species,transmission_route,taxa,sociality,scale,interaction_type,definition_of_interaction,edge_wt_type,edge_wt_type_reduced,geographical_location,population_type,data_collection_duration_unit_day,nodes,edges,network.density,avg.degree,std.degree.node,CV.degree,deg.assort,avg.betw.centrality,avg.betw.centrality.weighted,clustering,Q,Qmax,Qrel,cohesion,num.modules,diameter,Citation
Ants Network (Keller),1/1/18,0,N0_ant_mersch_col1_day01.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4550,0.719,80.531,13.488,0.167,-0.03,0.003,0.008,0.799,0.139,0.5,0.278,0.639340449,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,1,N1_ant_mersch_col1_day02.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4573,0.723,80.938,14.685,0.181,0.02,0.002,0.009,0.81,0.131,0.5,0.262,0.631095975,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,2,N2_ant_mersch_col1_day03.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4483,0.708,79.345,16.005,0.202,0.072,0.003,0.009,0.813,0.133,0.492,0.27,0.640197368,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,3,N3_ant_mersch_col1_day04.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4094,0.647,72.46,14.815,0.204,0.07,0.003,0.009,0.771,0.174,0.493,0.353,0.681486765,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,4,N4_ant_mersch_col1_day05.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4149,0.656,73.434,14.993,0.204,0.049,0.003,0.009,0.771,0.163,0.5,0.326,0.663530023,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,5,N5_ant_mersch_col1_day06.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4259,0.673,75.381,16.686,0.221,0.061,0.003,0.009,0.789,0.142,0.499,0.285,0.642635119,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,6,N6_ant_mersch_col1_day07.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4077,0.644,72.159,15.143,0.21,0.049,0.003,0.009,0.765,0.166,0.498,0.333,0.667405203,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,7,N7_ant_mersch_col1_day08.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4076,0.644,72.142,15.679,0.217,0.098,0.003,0.009,0.759,0.151,0.499,0.303,0.652842244,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,8,N8_ant_mersch_col1_day09.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,4128,0.652,73.062,15.878,0.217,0.049,0.003,0.009,0.771,0.158,0.495,0.319,0.663032464,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,9,N9_ant_mersch_col1_day10.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,3943,0.623,69.788,15.421,0.221,0.082,0.003,0.01,0.751,0.173,0.488,0.355,0.685514816,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,10,N10_ant_mersch_col1_day11.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,113,3454,0.546,61.133,15.154,0.248,0.101,0.004,0.01,0.693,0.205,0.494,0.415,0.71047762,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,11,N11_ant_mersch_col1_day12.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3248,0.67,65.616,14.34,0.219,0.025,0.003,0.01,0.773,0.117,0.644,0.182,0.472907569,3,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,12,N12_ant_mersch_col1_day13.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3252,0.67,65.697,14.373,0.219,0.056,0.003,0.01,0.779,0.127,0.5,0.254,0.626998481,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,13,N13_ant_mersch_col1_day14.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3399,0.701,68.667,14.092,0.205,0.014,0.003,0.01,0.79,0.113,0.5,0.226,0.613412733,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,14,N14_ant_mersch_col1_day15.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3301,0.68,66.687,13.798,0.207,0.05,0.003,0.011,0.786,0.132,0.497,0.266,0.635260791,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,15,N15_ant_mersch_col1_day16.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3397,0.7,68.626,13.897,0.203,0.042,0.003,0.01,0.802,0.122,0.468,0.261,0.654109068,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,16,N16_ant_mersch_col1_day17.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3342,0.689,67.515,14.157,0.21,0.01,0.003,0.01,0.793,0.123,0.586,0.21,0.536506291,3,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,17,N17_ant_mersch_col1_day18.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3423,0.706,69.152,13.498,0.195,0.026,0.003,0.011,0.79,0.111,0.53,0.209,0.581357303,3,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,18,N18_ant_mersch_col1_day19.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3196,0.659,64.566,14.949,0.232,0.034,0.004,0.011,0.781,0.135,0.497,0.272,0.637668698,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,19,N19_ant_mersch_col1_day20.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3147,0.649,63.576,13.92,0.219,0.033,0.004,0.011,0.773,0.161,0.489,0.329,0.671430551,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,20,N20_ant_mersch_col1_day21.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,99,3266,0.673,65.98,14.826,0.225,0.009,0.003,0.011,0.794,0.139,0.489,0.284,0.650334812,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,21,N21_ant_mersch_col1_day22.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2269,0.718,56.725,11.017,0.194,-0.022,0.004,0.013,0.794,0.103,0.499,0.206,0.604230939,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,22,N22_ant_mersch_col1_day23.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2246,0.711,56.15,11.142,0.198,0.016,0.004,0.013,0.793,0.105,0.5,0.21,0.60507569,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,23,N23_ant_mersch_col1_day24.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2372,0.751,59.3,10.961,0.185,0.007,0.003,0.013,0.824,0.096,0.499,0.192,0.597807757,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,24,N24_ant_mersch_col1_day25.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2117,0.67,52.925,11.06,0.209,0.005,0.004,0.013,0.762,0.122,0.499,0.244,0.623523855,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,25,N25_ant_mersch_col1_day26.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2137,0.676,53.425,11.544,0.216,0.019,0.004,0.013,0.776,0.12,0.5,0.24,0.619560131,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,26,N26_ant_mersch_col1_day27.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2010,0.636,50.25,12.115,0.241,0.072,0.005,0.015,0.777,0.147,0.466,0.315,0.680597015,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,27,N27_ant_mersch_col1_day28.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2143,0.678,53.575,12.374,0.231,0.062,0.004,0.014,0.789,0.117,0.494,0.237,0.623425105,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,28,N28_ant_mersch_col1_day29.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2221,0.703,55.525,12.385,0.223,0.055,0.004,0.013,0.81,0.116,0.494,0.235,0.622242233,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,29,N29_ant_mersch_col1_day30.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,2220,0.703,55.5,12.552,0.226,0.009,0.004,0.014,0.813,0.11,0.494,0.223,0.615315315,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,30,N30_ant_mersch_col1_day31.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,80,1882,0.596,47.05,11.863,0.252,0.096,0.005,0.014,0.732,0.153,0.5,0.306,0.653560043,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,31,N31_ant_mersch_col1_day32.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,56,1090,0.708,38.929,8.76,0.225,0.01,0.006,0.019,0.795,0.09,0.497,0.181,0.593571447,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,32,N32_ant_mersch_col1_day33.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,56,1082,0.703,38.643,9.025,0.234,-0.009,0.006,0.019,0.782,0.09,0.499,0.18,0.591495041,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,33,N33_ant_mersch_col1_day34.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,56,1118,0.726,39.929,9.691,0.243,-0.009,0.005,0.021,0.816,0.082,0.499,0.164,0.582283553,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,34,N34_ant_mersch_col1_day35.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,56,1210,0.786,43.214,9.302,0.215,0.001,0.004,0.021,0.871,0.063,0.499,0.126,0.56364009,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,35,N35_ant_mersch_col1_day36.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,56,1083,0.703,38.679,10.089,0.261,0.08,0.006,0.021,0.831,0.087,0.622,0.14,0.464445454,3,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,36,N36_ant_mersch_col1_day37.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,55,1158,0.78,42.109,8.327,0.198,0.004,0.004,0.022,0.859,0.075,0.497,0.151,0.577721455,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,37,N37_ant_mersch_col1_day38.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,56,1134,0.736,40.5,9.466,0.234,0,0.005,0.02,0.815,0.074,0.5,0.148,0.574074074,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,38,N38_ant_mersch_col1_day39.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,55,1106,0.745,40.218,8.285,0.206,-0.013,0.005,0.02,0.823,0.075,0.594,0.126,0.481918996,3,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,39,N39_ant_mersch_col1_day40.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,55,1094,0.737,39.782,7.924,0.199,-0.029,0.005,0.02,0.809,0.083,0.497,0.167,0.58592054,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,40,N40_ant_mersch_col1_day41.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,55,1129,0.76,41.055,7.709,0.188,-0.006,0.005,0.019,0.83,0.086,0.49,0.176,0.596096146,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,41,N41_ant_mersch_col2_day01.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,131,6591,0.774,100.626,16.995,0.169,0.022,0.002,0.008,0.833,0.082,0.49,0.167,0.592322595,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,42,N42_ant_mersch_col2_day02.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,131,6464,0.759,98.687,18.036,0.183,0.029,0.002,0.008,0.828,0.088,0.489,0.18,0.598236525,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,43,N43_ant_mersch_col2_day03.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,131,6497,0.763,99.191,16.949,0.171,0.015,0.002,0.008,0.821,0.083,0.491,0.169,0.592118483,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,44,N44_ant_mersch_col2_day04.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,131,6198,0.728,94.626,18.331,0.194,0.036,0.002,0.008,0.806,0.101,0.495,0.204,0.606001643,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,45,N45_ant_mersch_col2_day05.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,131,5926,0.696,90.473,18.948,0.209,0.022,0.002,0.008,0.781,0.099,0.49,0.202,0.60884429,2,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
,1/1/18,46,N46_ant_mersch_col2_day06.graphml,mersch,Insecta,Camponotus,fellah,Physical,Camponotus_fellah,Socialstructured,captive,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,weighted,"University of Lausanne, Laussane, Switzerland",captive,1,131,5960,0.7,90.992,19.14,0.21,-0.001,0.002,0.008,0.786,0.106,0.497,0.213,0.609398427,2,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
